route,stopid,progr_number,stop_name
66b,2248,24,Military Road
66e,2194,17,Military Road
66e,2248,24,Military Road
67,2194,17,Military Road
67,2248,24,Military Road
83,1019,10,Military Road
83a,1019,10,Military Road
51d,4669,51,Mill Church Way
68,4669,51,Mill Church Way
151,2135,42,Mill Court Avenue
151,4763,10,Mill Court Avenue
68x,4763,10,Mill Court Avenue
84,4276,19,Mill Grove
69,7432,10,Mill Road
84,4225,65,Mill Road
84,4277,22,Mill Road
84,4282,25,Mill Road
84x,4225,65,Mill Road
84x,4277,22,Mill Road
84x,4282,25,Mill Road
70,3335,4,Mill View
70d,3335,4,Mill View
33,3775,64,Millbank Court
33,3842,36,Millbank Court
33x,3775,64,Millbank Court
33x,3842,36,Millbank Court
77a,2607,28,Millbrook Lawns
77x,2607,28,Millbrook Lawns
27a,1788,38,Millbrook Road
27a,1792,2,Millbrook Road
40e,7675,20,Millennium
40e,7681,12,Millennium
37,1882,33,Millennium Park
37,4362,40,Millennium Park
39,1882,33,Millennium Park
39,4362,40,Millennium Park
150,2323,9,Millgate Drive
142,2819,54,Millmount Terrace
142,2896,4,Millmount Terrace
44,2819,54,Millmount Terrace
44,2896,4,Millmount Terrace
61,2819,54,Millmount Terrace
61,2896,4,Millmount Terrace
69,3454,11,Millrace Estate
69x,3454,11,Millrace Estate
14,1044,51,Milltown Drive
44,2815,38,Milltown Road
61,2815,38,Milltown Road
32x,5082,26,Millview
42,5082,26,Millview
27a,961,6,Millwood Villas
33,3788,75,Mine Road
33,3828,25,Mine Road
33x,3788,75,Mine Road
33x,3828,25,Mine Road
40e,7677,22,Mitchelstown Rd
40e,7679,10,Mitchelstown Rd
27,1262,9,Moat Avenue
27x,1262,9,Moat Avenue
155,148,46,Mobhi Road
4,148,46,Mobhi Road
9,148,46,Mobhi Road
42,1184,51,Moland Street
43,1184,51,Moland Street
84,3125,14,Monaloe Crescent
84,3152,74,Monaloe Crescent
84a,3125,14,Monaloe Crescent
84a,3152,74,Monaloe Crescent
150,1399,21,Monasterboice Road
51x,1974,36,Monastery Heath
68,1974,36,Monastery Heath
69,1974,36,Monastery Heath
44,4091,78,Monastery House
51x,1973,35,Monastery Rise
68,1973,35,Monastery Rise
69,1973,35,Monastery Rise
51x,1972,34,Monastery Road
68,1968,27,Monastery Road
68,1972,34,Monastery Road
69,1968,27,Monastery Road
69,1972,34,Monastery Road
68,1969,28,Monastery Walk
69,1969,28,Monastery Walk
140,197,37,Monck Place
155,197,37,Monck Place
4,197,37,Monck Place
83,197,37,Monck Place
83a,197,37,Monck Place
9,197,37,Monck Place
32,3592,7,Monks Meadow
32,3618,52,Monks Meadow
32x,3618,52,Monks Meadow
4,2026,60,Monkstown Avenue
7,3040,34,Monkstown Crescent
7,3041,35,Monkstown Crescent
7a,3040,34,Monkstown Crescent
7a,3041,35,Monkstown Crescent
7,3036,30,Monkstown Road
7,3073,43,Monkstown Road
7a,3036,30,Monkstown Road
7a,3073,43,Monkstown Road
7d,3073,43,Monkstown Road
84,4254,80,Monteith Park
84,4266,10,Monteith Park
84x,4266,10,Monteith Park
7,3077,47,Montpellier Manor
7a,3077,47,Montpellier Manor
7d,3077,47,Montpellier Manor
7,3076,46,Montpellier Parade
7a,3076,46,Montpellier Parade
7d,3076,46,Montpellier Parade
40,2129,68,Moorefield Drive
116,776,10,Morehampton Terrace
118,776,10,Morehampton Terrace
145,776,10,Morehampton Terrace
155,776,10,Morehampton Terrace
25x,776,10,Morehampton Terrace
39a,776,10,Morehampton Terrace
41x,776,10,Morehampton Terrace
46a,776,10,Morehampton Terrace
46e,776,10,Morehampton Terrace
66x,776,10,Morehampton Terrace
67x,776,10,Morehampton Terrace
7b,776,10,Morehampton Terrace
7d,776,10,Morehampton Terrace
38,1808,46,Morgan Place
38,1845,28,Morgan Place
38a,1808,46,Morgan Place
38a,1845,28,Morgan Place
38b,1808,46,Morgan Place
38b,1845,28,Morgan Place
38d,1808,46,Morgan Place
38d,1845,28,Morgan Place
39,1808,46,Morgan Place
39,1845,28,Morgan Place
39a,1808,46,Morgan Place
39a,1845,28,Morgan Place
39x,1808,46,Morgan Place
39x,1845,28,Morgan Place
70,1808,46,Morgan Place
70,1845,28,Morgan Place
15,1198,19,Mornington Grove
15,1277,35,Mornington Grove
27,1198,19,Mornington Grove
27,1277,35,Mornington Grove
27a,1198,19,Mornington Grove
27a,1277,35,Mornington Grove
27b,1198,19,Mornington Grove
27b,1277,35,Mornington Grove
27x,1198,19,Mornington Grove
27x,1277,35,Mornington Grove
42,1198,19,Mornington Grove
42,1277,35,Mornington Grove
43,1198,19,Mornington Grove
43,1277,35,Mornington Grove
123,1486,41,Morrogh Terrace
16,1625,40,Morton Stadium
16,1638,11,Morton Stadium
16c,1638,11,Morton Stadium
27b,1625,40,Morton Stadium
27b,1638,11,Morton Stadium
33,1625,40,Morton Stadium
33,1638,11,Morton Stadium
41,1625,40,Morton Stadium
41,1638,11,Morton Stadium
41a,1638,11,Morton Stadium
41b,1625,40,Morton Stadium
41b,1638,11,Morton Stadium
41c,1625,40,Morton Stadium
41c,1638,11,Morton Stadium
44,3479,72,Moss Cottages
37,7219,5,Motor Park
37,7227,56,Motor Park
14,1047,55,Mount Albion Road
11,3022,51,Mount Anville NS
11,3023,11,Mount Anville NS
54a,2391,47,Mount Argus Church
54a,2442,20,Mount Argus Church
9,2391,47,Mount Argus Church
9,2442,20,Mount Argus Church
54a,2390,46,Mount Argus Park
9,2390,46,Mount Argus Park
54a,2444,22,Mount Argus Road
9,2444,22,Mount Argus Road
13,1943,42,Mount Brown
13,1994,34,Mount Brown
40,1943,42,Mount Brown
40,1994,34,Mount Brown
49,3003,34,Mount Carmel Church
14,2998,26,Mount Carmel Hosp
14c,2998,26,Mount Carmel Hosp
43,3651,40,Mount Drinan
43,3658,13,Mount Drinan
118,7416,8,Mount Eagle Park
47,7416,8,Mount Eagle Park
44,3469,60,Mount Eagle Way
40d,7098,3,Mount Eustace
40d,7105,43,Mount Eustace
40e,7098,3,Mount Eustace
40e,7105,43,Mount Eustace
40d,7099,4,Mount Garrett
40d,7104,42,Mount Garrett
40e,7099,4,Mount Garrett
40e,7104,42,Mount Garrett
130,1758,28,Mount Prospect Ave
130,1778,7,Mount Prospect Ave
120,411,8,Mount Street Bridge
120,491,57,Mount Street Bridge
27x,411,8,Mount Street Bridge
27x,491,57,Mount Street Bridge
4,411,8,Mount Street Bridge
4,491,57,Mount Street Bridge
7,411,8,Mount Street Bridge
7,491,57,Mount Street Bridge
7a,411,8,Mount Street Bridge
7a,491,57,Mount Street Bridge
7d,491,57,Mount Street Bridge
120,410,7,Mount Street Lower
120,492,72,Mount Street Lower
4,410,7,Mount Street Lower
4,492,72,Mount Street Lower
7,410,7,Mount Street Lower
7,492,72,Mount Street Lower
7a,410,7,Mount Street Lower
7a,492,72,Mount Street Lower
7d,492,72,Mount Street Lower
13,1975,37,Mount Talbot
51x,1975,37,Mount Talbot
68,1975,37,Mount Talbot
69,1975,37,Mount Talbot
16,1296,14,Mount Tallant Avenue
16,1340,32,Mount Tallant Avenue
16c,1340,32,Mount Tallant Avenue
49,1296,14,Mount Tallant Avenue
49,1340,32,Mount Tallant Avenue
14,666,41,Mount Temple School
14,670,13,Mount Temple School
14c,666,41,Mount Temple School
15,666,41,Mount Temple School
15,670,13,Mount Temple School
27,666,41,Mount Temple School
27,670,13,Mount Temple School
27a,666,41,Mount Temple School
27a,670,13,Mount Temple School
27b,666,41,Mount Temple School
27b,670,13,Mount Temple School
42,666,41,Mount Temple School
42,670,13,Mount Temple School
43,666,41,Mount Temple School
43,670,13,Mount Temple School
84,4250,76,Mountain View
84,4270,16,Mountain View
15a,1109,4,Mountdown Park
122,55,36,Mountjoy
33,1174,5,Mountjoy Sq West
41,1174,5,Mountjoy Sq West
41b,1174,5,Mountjoy Sq West
41c,1174,5,Mountjoy Sq West
7,1174,5,Mountjoy Sq West
7a,1174,5,Mountjoy Sq West
46e,7555,15,Mountjoy Square
7,4962,1,Mountjoy Square
7a,4962,1,Mountjoy Square
7b,4962,1,Mountjoy Square
7d,4962,1,Mountjoy Square
7d,7555,15,Mountjoy Square
120,192,11,Mountjoy Street
38,192,11,Mountjoy Street
38a,192,11,Mountjoy Street
38b,192,11,Mountjoy Street
38d,192,11,Mountjoy Street
46a,192,11,Mountjoy Street
46a,2046,8,Mounttown Rd Lower
46a,2031,53,Mounttown Road Lower
37,4493,39,Mountview Road
37,7379,34,Mountview Road
39,4493,39,Mountview Road
39,7379,34,Mountview Road
33,3816,11,Mourne Drive
33x,3816,11,Mourne Drive
122,1427,5,Mourne Road
33,3802,91,Mourne View
33x,3802,91,Mourne View
25a,4607,31,Moy Glas Dene
25b,4607,31,Moy Glas Dene
25a,4628,8,Moy Glas Park
31d,912,38,Moyclare
31d,930,22,Moyclare
32,912,38,Moyclare
32,930,22,Moyclare
13,2172,31,Moyle Park College
51d,2172,31,Moyle Park College
69,2172,31,Moyle Park College
32,941,43,Moyne Bridge
32,947,17,Moyne Bridge
32x,941,43,Moyne Bridge
32x,947,17,Moyne Bridge
32,948,18,Moyne Cottages
32x,948,18,Moyne Cottages
15d,2949,45,Moyville Lawns
15d,2984,5,Moyville Lawns
61,2984,5,Moyville Lawns
150,2322,27,Muckross Avenue
13,1954,19,Muirfield Drive
68,1954,19,Muirfield Drive
69,1954,19,Muirfield Drive
32,3590,4,Muldowney Court
120,822,13,Mulroy Road
120,831,11,Mulroy Road
140,199,39,Munster Street
155,199,39,Munster Street
4,199,39,Munster Street
83,199,39,Munster Street
83a,199,39,Munster Street
9,199,39,Munster Street
47,7418,44,Murphystown Way
13,1990,31,Myra Cottages
40,1990,31,Myra Cottages
42,3577,37,Myra Manor
42,3647,17,Myra Manor
43,3647,17,Myra Manor
33,3675,34,N1 Business Park
33,3696,19,N1 Business Park
41,3675,34,N1 Business Park
41,3696,19,N1 Business Park
41a,3696,19,N1 Business Park
41b,3675,34,N1 Business Park
41b,3696,19,N1 Business Park
41c,3675,34,N1 Business Park
41c,3696,19,N1 Business Park
67,3947,43,N4 Slip Rd Celbridge
67x,3947,43,N4 Slip Rd Celbridge
155,146,21,Na Fianna GAA Club
155,150,48,Na Fianna GAA Club
4,146,21,Na Fianna GAA Club
4,150,48,Na Fianna GAA Club
9,146,21,Na Fianna GAA Club
9,150,48,Na Fianna GAA Club
151,6153,16,Nangor Park
68x,6153,16,Nangor Park
27a,956,1,Naomh Barr??g GAA
120,4485,12,Naomh Fionnbarra GAA
11,404,54,Nassau Street
145,406,37,Nassau Street
155,406,37,Nassau Street
25,406,37,Nassau Street
25a,406,37,Nassau Street
25b,406,37,Nassau Street
25d,406,37,Nassau Street
26,406,37,Nassau Street
37,404,54,Nassau Street
38,404,54,Nassau Street
38a,404,54,Nassau Street
38b,404,54,Nassau Street
38d,404,54,Nassau Street
39,404,54,Nassau Street
39a,404,54,Nassau Street
4,405,4,Nassau Street
46a,406,37,Nassau Street
66,406,37,Nassau Street
66a,406,37,Nassau Street
66b,406,37,Nassau Street
66e,406,37,Nassau Street
67,406,37,Nassau Street
7,405,4,Nassau Street
70,404,54,Nassau Street
7a,405,4,Nassau Street
7b,406,37,Nassau Street
7d,406,37,Nassau Street
116,7586,23,National Gallery
118,7586,23,National Gallery
145,7586,23,National Gallery
25x,7585,18,National Gallery
32x,7585,18,National Gallery
37,7586,23,National Gallery
39,7586,23,National Gallery
39a,7586,23,National Gallery
39x,7586,23,National Gallery
41x,7585,18,National Gallery
66x,7585,18,National Gallery
67x,7585,18,National Gallery
70,7586,23,National Gallery
7b,7586,23,National Gallery
7d,7586,23,National Gallery
84x,7586,23,National Gallery
7b,4731,21,National Rehab Hosp
7b,4732,34,National Rehab Hosp
122,1362,11,National Stadium
68,1362,11,National Stadium
68a,1362,11,National Stadium
38,1806,37,Navan Road
38a,1806,37,Navan Road
38b,1806,37,Navan Road
38d,1806,37,Navan Road
39,1806,37,Navan Road
39a,1806,37,Navan Road
39a,7389,47,Navan Road
70,1806,37,Navan Road
70,7389,47,Navan Road
122,1702,37,Navan Road Church
37,1702,37,Navan Road Church
38,1702,37,Navan Road Church
38a,1702,37,Navan Road Church
38b,1702,37,Navan Road Church
38d,1702,37,Navan Road Church
39,1702,37,Navan Road Church
39a,1702,37,Navan Road Church
70,1702,37,Navan Road Church
70d,1702,37,Navan Road Church
14,671,14,Nazareth House
15,671,14,Nazareth House
27,671,14,Nazareth House
27a,671,14,Nazareth House
27b,671,14,Nazareth House
42,671,14,Nazareth House
43,671,14,Nazareth House
40,2128,71,Neilstown Avenue
40,2118,9,Neilstown Road
40,2124,67,Neilstown Road
122,4498,47,Nephin Road
70d,4498,47,Nephin Road
122,16,6,Nephin Road Park
70d,16,6,Nephin Road Park
27x,480,48,Netherlands Embassy
4,480,48,Netherlands Embassy
7,480,48,Netherlands Embassy
7a,480,48,Netherlands Embassy
41x,7115,8,Nevinstown Lane
77a,2615,45,New Bawn Park
41,3881,2,New Dairy Lane
41b,3867,47,New Dairy Lane
41b,3881,2,New Dairy Lane
122,7454,14,New Ireland Road
151,2156,12,New Nangor Road
68,2156,12,New Nangor Road
68,3413,18,New Nangor Road
68x,2156,12,New Nangor Road
68x,3413,18,New Nangor Road
49,2386,5,New Street South
49,2636,40,New Street South
54a,2386,5,New Street South
54a,2636,40,New Street South
142,2501,48,New Wapping Street
151,2501,48,New Wapping Street
33d,2501,48,New Wapping Street
33x,2501,48,New Wapping Street
41x,2501,48,New Wapping Street
747,2501,48,New Wapping Street
757,2501,48,New Wapping Street
33d,3718,42,Newbridge Demesne
33d,3745,16,Newbridge Demesne
33d,3719,41,Newbridge House
33d,3746,17,Newbridge House
68,3396,68,Newcastle
68,3403,7,Newcastle
68x,3403,7,Newcastle
84,4261,2,Newcastle
68,4558,15,Newcastle Golf C
68,4559,61,Newcastle Golf C
68x,4558,15,Newcastle Golf C
84,4259,85,Newcastle Lower
68,3399,70,Newcastle Manor
68,3400,4,Newcastle Manor
68x,3400,4,Newcastle Manor
84,7271,3,Newcastle Middle
84,7272,86,Newcastle Middle
25a,7168,39,Newcastle Road
25d,7168,39,Newcastle Road
68,6188,72,Newcastle Road
130,618,48,Newcomen Bridge
14,618,48,Newcomen Bridge
14c,618,48,Newcomen Bridge
15,618,48,Newcomen Bridge
27,618,48,Newcomen Bridge
27a,618,48,Newcomen Bridge
27b,618,48,Newcomen Bridge
29a,618,48,Newcomen Bridge
31,618,48,Newcomen Bridge
31a,618,48,Newcomen Bridge
31b,618,48,Newcomen Bridge
32,618,48,Newcomen Bridge
42,618,48,Newcomen Bridge
43,618,48,Newcomen Bridge
53,618,48,Newcomen Bridge
120,4936,16,Newgrange Road
1,385,37,Newgrove Avenue
47,385,37,Newgrove Avenue
33,3757,45,Newhaggard
33,3861,54,Newhaggard
33x,3757,45,Newhaggard
33x,3861,54,Newhaggard
69x,2176,37,Newlands Cross
13,2153,15,Newlife Church
51d,2153,15,Newlife Church
151,5099,39,Newmarket Street
27,5099,39,Newmarket Street
56a,5099,39,Newmarket Street
77a,5099,39,Newmarket Street
77x,5099,39,Newmarket Street
44b,3506,24,Newtown
7a,3079,33,Newtown Avenue
84,3079,33,Newtown Avenue
84a,3079,33,Newtown Avenue
15,1202,24,Newtown Cottages
15,1272,30,Newtown Cottages
40b,1553,35,Newtown Cottages
40b,1554,6,Newtown Cottages
42,1202,24,Newtown Cottages
42,1272,30,Newtown Cottages
43,1202,24,Newtown Cottages
43,1272,30,Newtown Cottages
46e,3196,15,Newtown Park
15,1203,25,Newtown Road
15,1270,29,Newtown Road
42,1203,25,Newtown Road
42,1270,29,Newtown Road
43,1203,25,Newtown Road
43,1270,29,Newtown Road
145,2016,53,Newtownpark Avenue
145,2062,28,Newtownpark Avenue
155,2016,53,Newtownpark Avenue
155,2062,28,Newtownpark Avenue
46a,2016,53,Newtownpark Avenue
46a,2062,28,Newtownpark Avenue
84x,2016,53,Newtownpark Avenue
84x,2062,28,Newtownpark Avenue
46e,4355,15,Newtownpark Church
68,2114,43,Ninth Lock Road
122,53,34,North Circular Road
140,188,31,North Circular Road
155,188,31,North Circular Road
4,188,31,North Circular Road
46a,808,2,North Circular Road
83,188,31,North Circular Road
83a,188,31,North Circular Road
9,188,31,North Circular Road
33,3801,90,North Cliff Heights
33x,3801,90,North Cliff Heights
130,516,5,North Strand Road
130,519,7,North Strand Road
14,516,5,North Strand Road
14,519,7,North Strand Road
15,516,5,North Strand Road
15,519,7,North Strand Road
27,516,5,North Strand Road
27,519,7,North Strand Road
27a,516,5,North Strand Road
27a,519,7,North Strand Road
27b,516,5,North Strand Road
27b,519,7,North Strand Road
29a,516,5,North Strand Road
29a,519,7,North Strand Road
31,516,5,North Strand Road
31,519,7,North Strand Road
31a,516,5,North Strand Road
31a,519,7,North Strand Road
31b,516,5,North Strand Road
31b,519,7,North Strand Road
32,516,5,North Strand Road
32,519,7,North Strand Road
42,516,5,North Strand Road
42,519,7,North Strand Road
43,516,5,North Strand Road
43,519,7,North Strand Road
53,516,5,North Strand Road
33,3712,49,North Street
41c,3712,49,North Street
43,3712,49,North Street
41a,4958,12,North Street Park
41c,4916,49,North Street Park
41c,4958,12,North Street Park
41x,4958,12,North Street Park
142,6252,29,North Wall Quay
33d,6252,29,North Wall Quay
33x,6252,29,North Wall Quay
757,6252,29,North Wall Quay
44,2902,50,Northbrook Road
61,2902,50,Northbrook Road
33,3815,10,Northcliffe Heights
33x,3815,10,Northcliffe Heights
70d,175,22,Northland Grove
83,175,22,Northland Grove
83a,175,22,Northland Grove
40e,7676,21,Northwest
40e,7680,11,Northwest
155,7113,3,Northwood Avenue
4,7113,3,Northwood Avenue
11,884,44,Norwood Park
44,884,44,Norwood Park
61,884,44,Norwood Park
61,2867,26,Notre Dame School
130,616,46,Nth Strand Fire Stn
14,616,46,Nth Strand Fire Stn
14c,616,46,Nth Strand Fire Stn
15,616,46,Nth Strand Fire Stn
27,616,46,Nth Strand Fire Stn
27a,616,46,Nth Strand Fire Stn
27b,616,46,Nth Strand Fire Stn
29a,616,46,Nth Strand Fire Stn
31,616,46,Nth Strand Fire Stn
31a,616,46,Nth Strand Fire Stn
31b,616,46,Nth Strand Fire Stn
32,616,46,Nth Strand Fire Stn
42,616,46,Nth Strand Fire Stn
43,616,46,Nth Strand Fire Stn
53,616,46,Nth Strand Fire Stn
116,3184,15,Moreen Avenue
116,4349,15,Limes Road
116,4350,15,Moreen Avenue
116,4987,15,Marlay Wood
116,4988,15,Brehon Field Road
116,5143,15,Sandyford Road
145,6000,15,Rock Valley
155,7697,81,IKEA
155,7698,1,IKEA
25d,2227,15,St. Patrick's Church
32x,3608,15,The Quarry
32x,3609,15,Carrickhill Heights
32x,3610,15,Carrickcourt
32x,3611,15,Carrickhill Heights
32x,3612,15,Leisure Centre
32x,6135,15,Hill Court
33,3770,15,Rush Station
33x,3770,15,Rush Station
39,7699,3,Beechwood Gate
39,7700,72,Ongar
39a,7699,3,Beechwood Gate
39a,7700,72,Ongar
39x,7699,3,Beechwood Gate
39x,7700,72,Ongar
40e,7701,21,Deanstown Avenue
40e,7702,7,River Road
40e,7703,23,River Road
66,7694,15,Carton Wood
66,7704,5,Carton Wood
66x,7694,15,Carton Wood
66x,7704,5,Carton Wood
79a,6020,29,Barnville Green
79a,6021,5,Barnville Green
79a,6023,30,Cherry Orchard Ave
79a,6024,4,Cherry Orchard Ave
79a,6025,3,Cedar Brook Walk
79a,6026,31,Cedar Brook Ave
79a,6027,32,Parkwest Station
79a,6028,2,Parkwest Station
79a,6029,33,Park West Road
79a,6030,1,Park West Road
155,126,78,Nursing Home
155,127,4,Nursing Home
4,126,78,Nursing Home
4,127,4,Nursing Home
42d,126,78,Nursing Home
61,1314,28,Nutgrove Avenue
61,1308,17,Nutgrove Court
61,1319,33,Nutgrove Court
61,1310,19,Nutgrove Retail Park
61,1317,31,Nutgrove Retail Park
27x,2086,30,Nutley Avenue
47,2086,30,Nutley Avenue
47,7053,59,Nutley Lane
7d,7053,59,Nutley Lane
120,818,42,O'Connell Avenue
38,818,42,O'Connell Avenue
38a,818,42,O'Connell Avenue
38b,818,42,O'Connell Avenue
38d,818,42,O'Connell Avenue
46a,818,42,O'Connell Avenue
4,273,3,O'Connell Bridge
7,273,3,O'Connell Bridge
7a,273,3,O'Connell Bridge
1,271,22,O'Connell St Lower
11,271,22,O'Connell St Lower
122,271,22,O'Connell St Lower
44,271,22,O'Connell St Lower
53,271,22,O'Connell St Lower
747,271,22,O'Connell St Lower
1,278,49,O'Connell St Upper
11,278,49,O'Connell St Upper
116,281,36,O'Connell St Upper
120,279,30,O'Connell St Upper
120,4725,2,O'Connell St Upper
122,279,30,O'Connell St Upper
123,272,17,O'Connell St Upper
123,274,9,O'Connell St Upper
13,270,32,O'Connell St Upper
13,281,36,O'Connell St Upper
140,274,9,O'Connell St Upper
155,281,36,O'Connell St Upper
16,270,32,O'Connell St Upper
16,278,49,O'Connell St Upper
16c,270,32,O'Connell St Upper
16c,278,49,O'Connell St Upper
33,277,33,O'Connell St Upper
38,274,9,O'Connell St Upper
38a,274,9,O'Connell St Upper
38b,274,9,O'Connell St Upper
38d,274,9,O'Connell St Upper
4,281,36,O'Connell St Upper
4,4725,2,O'Connell St Upper
40,270,32,O'Connell St Upper
40,279,30,O'Connell St Upper
40b,4725,2,O'Connell St Upper
40d,4725,2,O'Connell St Upper
41,277,33,O'Connell St Upper
41a,277,33,O'Connell St Upper
41b,277,33,O'Connell St Upper
41c,277,33,O'Connell St Upper
44,278,49,O'Connell St Upper
46a,278,49,O'Connell St Upper
46e,278,49,O'Connell St Upper
7,281,36,O'Connell St Upper
7,4725,2,O'Connell St Upper
7a,281,36,O'Connell St Upper
7a,4725,2,O'Connell St Upper
7b,281,36,O'Connell St Upper
7d,281,36,O'Connell St Upper
7d,4725,2,O'Connell St Upper
9,277,33,O'Connell St Upper
9,281,36,O'Connell St Upper
46a,804,61,O'Devaney Gardens
150,307,30,O'Donovan Road
150,4855,9,O'Donovan Road
40,2715,26,O'Hogan Road
79,6070,18,O'Hogan Road
79a,6070,18,O'Hogan Road
27a,1791,1,O'Tooles GAA
27a,7199,40,O'Tooles GAA
65,4024,73,Oak Drive
65,4054,12,Oak Drive
66,3961,50,Oak Lawn
37,1688,22,Oak Lawns
38,1688,22,Oak Lawns
70d,1688,22,Oak Lawns
37,1672,33,Oak Lodge
38,1672,33,Oak Lodge
70d,1672,33,Oak Lodge
37,1670,37,Oak Park
